2.0	502055.28977849986
4.0	2417329.23731211
6.0	2913583.920585767
8.0	3006768.176820779
10.0	2696420.7664413676
12.0	3015591.0242917757
14.0	2940974.72590089
16.0	4084840.2148355623
18.0	8214501.009611615
20.0	8135318.834079448
22.0	5735712.298625585
24.0	7673053.755700421
26.0	7832284.999237627
28.0	7785007.265403021
30.0	8353036.445652744
32.0	8435126.713097453
34.0	8481052.440636177
36.0	8886851.218466245
38.0	8981539.98113795
40.0	8881381.65630646
42.0	8791245.30115313
44.0	8906153.902081074
46.0	8849142.377612092
48.0	8865144.899162024
50.0	8793037.433539907
52.0	8897632.45652283
54.0	8872089.47909319
56.0	8834981.18518603
58.0	8807206.334257914
60.0	7872109.993107814
62.0	8787142.561674863
64.0	8781067.779149879
66.0	8674256.600840818
68.0	8611445.966606254
70.0	8683993.892823022
72.0	8714725.950754587
74.0	8194676.758161773
76.0	8838526.711310683
78.0	8856046.08608926
80.0	8759645.040616218
82.0	8308680.4816363575
84.0	8660572.837381398
86.0	8657502.921203034
88.0	8768277.890138762
90.0	8594583.470652362
