2.0	490121.013488215
4.0	2119486.095647907
6.0	2528178.6294925762
8.0	2696667.1099301097
10.0	2382120.7455399684
12.0	2827701.6628843565
14.0	2845786.6792683033
16.0	3476561.8529682327
18.0	4723146.823053571
20.0	6130068.567358931
22.0	7494385.194666318
24.0	7358232.6588265225
26.0	6153159.9809506405
28.0	7486499.527466518
30.0	7249042.187029794
32.0	7410784.718332049
34.0	7487330.45969329
36.0	7607121.272928149
38.0	7635306.949107133
40.0	5229140.742833343
42.0	7573840.034790277
44.0	7602104.304113434
46.0	7646121.328893324
48.0	7591165.440955892
50.0	7691255.291699201
52.0	7399063.130114837
54.0	7580549.11076724
56.0	7604170.897714526
58.0	7559500.477913744
60.0	7510402.820593362
62.0	7604856.957537629
64.0	7271671.870789081
66.0	7649490.519041881
68.0	7671834.657008691
70.0	7665245.627833362
72.0	7677105.683726536
74.0	7280975.986842063
76.0	7581886.366623257
78.0	7639392.016312713
80.0	7652549.215581512
82.0	7506162.857431062
84.0	7636365.30891277
86.0	7708911.858603804
88.0	7451331.91935141
90.0	7674973.969656002
