4.0	0.00015527099458267912
16.0	3.641999501269311e-05
36.0	3.133100108243525e-05
64.0	3.096499858656898e-05
100.0	3.243100218242034e-05
144.0	2.576899714767933e-05
196.0	2.9006994736846536e-05
256.0	3.08700036839582e-05
324.0	3.292600013082847e-05
400.0	2.6843998057302088e-05
484.0	3.806700260611251e-05
576.0	3.7055004213470966e-05
676.0	2.342499647056684e-05
784.0	4.979900404578075e-05
900.0	3.501799801597372e-05
1024.0	4.354599514044821e-05
1156.0	3.3231000998057425e-05
1296.0	3.788399772020057e-05
1444.0	3.297199873486534e-05
1600.0	3.3629999961704016e-05
1764.0	4.680699930759147e-05
1936.0	6.303199916146696e-05
2116.0	6.660000508418307e-05
2304.0	4.4621003326028585e-05
2500.0	4.706500476459041e-05
2704.0	5.732799763791263e-05
2916.0	5.256699660094455e-05
3136.0	5.314599548000842e-05
3364.0	5.5495998822152615e-05
3600.0	5.4547002946492285e-05
3844.0	6.985499931033701e-05
4096.0	6.0975995438639075e-05
4356.0	0.00018357000226387754
4624.0	8.192800305550918e-05
4900.0	8.145900210365653e-05
5184.0	7.766600174363703e-05
5476.0	8.813000022200868e-05
5776.0	8.061699918471277e-05
6084.0	9.820500417845324e-05
6400.0	8.978800178738311e-05
6724.0	0.00010325400216970593
7056.0	9.595599840395153e-05
7396.0	0.00011257499863859266
7744.0	0.00010549400030868128
8100.0	0.0001356979992124252
