2.0	111117.28591254131
4.0	3448461.713485495
6.0	11235955.870750688
8.0	30439951.74494352
10.0	61511965.91036747
12.0	84455412.81457047
14.0	210244033.39819694
16.0	330896328.7940149
18.0	433315967.39777845
20.0	529573311.60604596
22.0	699536849.4621991
24.0	682515004.7824494
26.0	892545236.1767826
28.0	1344315437.1611152
30.0	1575998065.8082988
32.0	1829337058.1513
34.0	1947333124.6443157
36.0	3221431802.2523327
38.0	3769069623.4531794
40.0	2621500509.2091675
42.0	3317794103.0981545
44.0	2634583821.736194
46.0	4568264000.153186
48.0	5930184024.251667
50.0	5812061331.584515
52.0	4895054705.778262
54.0	5413645329.819826
56.0	5131669812.421431
58.0	7443329722.786474
60.0	7782521618.857482
62.0	8000134062.718071
64.0	9173251153.814554
66.0	2734528316.748306
68.0	8642752767.816774
70.0	9413120843.106552
72.0	6936405719.004924
74.0	9722148331.961365
76.0	7226775188.871002
78.0	10155624302.388006
80.0	11336086268.828074
82.0	11946525723.2052
84.0	4388059659.74202
86.0	12545854472.535612
88.0	9060681866.16829
90.0	9942242358.707636
